,country,description,designation,points,price,province,region,taster_name,title,variety,winery
4659,US,"A good Chardonnay that offers plenty of tropical fruit, pear and sweet, smoky oak flavors, brightened with crisp acidity. But Ridge hasn't been known as a source of great Chardonnay for years, and this '08 doesn't change that. It's seriously overpriced.",Monte Bello,86,60.0,California,Santa Cruz Mountains,,Ridge 2008 Monte Bello Chardonnay (Santa Cruz Mountains),Chardonnay,Ridge
4660,US,"Light aromas of herb, toasted grapenuts, peach and orange peel lead to off-dry stone-fruit flavors. It shows a touch of reduction but otherwise goes down easy.",,87,16.0,Idaho,,Sean P. Sullivan,Laissez Faire 2015 Sauvignon Blanc-Chenin Blanc,Sauvignon Blanc-Chenin Blanc,Laissez Faire
4661,US,"Succulent and complex, this wine offers substantial body and lush plushness on the palate, alluring in its layering of cardamom spice and orange, cranberry and cherry. Satisfyingly ripe, with inimitable balance, it shows the elegance possible in spite of the appellation's power.",Little Hill,94,78.0,California,Russian River Valley,Virginie Boone,Rochioli 2014 Little Hill Pinot Noir (Russian River Valley),Pinot Noir,Rochioli
4662,Austria,"Ripe green pear peel, soft hints of yellow plum and fresh grapefruit notes join for an appetizing opening. The palate is slender but concentrated and adds a yeasty, almost herbal touch. There is proper texture and mouthfeel, making this a wine to linger over. The finish echoes with lemony freshness.",Jungherrn,90,33.0,Vienna,,Anne Krebiehl MW,Stift Klosterneuburg 2014 Jungherrn Weissburgunder (Vienna),Weissburgunder,Stift Klosterneuburg
4663,US,"This is a relatively gentle, light Cabernet Franc. It reveals a pretty, juicy blueberry flavor as well as a muted herb note. A whiff of violet and a dash of vanilla run through the finish.",Weinbau Vineyard,88,35.0,Washington,Wahluke Slope,Paul Gregutt,Januik 2009 Weinbau Vineyard Cabernet Franc (Wahluke Slope),Cabernet Franc,Januik
4664,France,"Produced from a small parcel of old vines, this is a crisp and fresh wine. With red-cherry fruit and acidity, it is a bright wine, up-front with its fruitiness and lively aftertaste.",Terre Noire Vieilles Vignes,88,12.0,Beaujolais,Beaujolais-Villages,Roger Voss,Jean-Michel Dupré 2015 Terre Noire Vieilles Vignes  (Beaujolais-Villages),Gamay,Jean-Michel Dupré
4665,Argentina,"Berry and cassis aromas turn more saucy with airing. This has a sticky mouthfeel with protruding acids, while flavors of plum and citrus finish short. This is good if you're looking for the basics.",Reserve,85,13.0,Other,Patagonia,Michael Schachner,Restivo 2011 Reserve Cabernet Sauvignon (Patagonia),Cabernet Sauvignon,Restivo
4666,Portugal,"A blend of Touriga Nacional and Syrah, this is a delicate, bright and intensely fruity wine. It is tangy and textured, with fruit zest and crisp acidity. It is ready to drink.",Lagoalva,84,,Tejo,,Roger Voss,Quinta da Lagoalva de Cima 2014 Lagoalva Rosé (Tejo),Rosé,Quinta da Lagoalva de Cima
4667,France,"An elegant wine, its berry fruits fitting well into a structure that balances tannins and soft acidity. It has style, the fruit full of sweet black berry juice and a lift of acidity.",Domaine du Paradis,90,,Beaujolais,Saint-Amour,Roger Voss,Georges Duboeuf 2009 Domaine du Paradis  (Saint-Amour),Gamay,Georges Duboeuf
4668,Argentina,"A blend of 50% Malbec with Cabernet, Syrah and Merlot that's lightly minty and full of tobacco, pepper and spicy aromas. Feels a bit clampy and tannic, with oaky, herbal flavors of plum and sweet berry. Shows a hint of green and drying tannins on the finish.",Estate Blend Gran Reserva,89,37.0,Mendoza Province,,Michael Schachner,Algodon 2008 Estate Blend Gran Reserva Red,Red Blend,Algodon
4669,Chile,"This is dark in color, with full plum, berry, leather and mild chocolate aromas. Tobiano delivers a medium-to-full body, with ample stuffing and flavors of dark plum, oak and spice. This shows a smooth finish, controlled oak and good body weight. Drink now–2015.",Tobiano,89,20.0,Casablanca Valley,,Michael Schachner,Kingston Family 2011 Tobiano Pinot Noir (Casablanca Valley),Pinot Noir,Kingston Family
4670,Italy,"This opens with aromas of leafy underbrush, incense and a balsamic note of menthol. The evolved palate has seen fresher days, showing steeped prune, raisin and the warmth of evident alcohol alongside firm but not very persistent tannins that dry out the finish. The fruit has largely dried up.",,85,26.0,Tuscany,Rosso di Montalcino,Kerin O’Keefe,Paradisone 2013  Rosso di Montalcino,Sangiovese,Paradisone
4671,US,"A blend of 58% Pinot Noir and 42% Chardonnay, this light copper-colored wine is über aromatic with notes of passion fruit, guava and strawberry. As sweet as the aromas smell, the palate drinks bone dry with abundant brioche flavors, exquisite balance, and a long, lingering finish. Sourced from Celilo Vineyard, this is a hugely impressive wine.",Scintillation Brut Rosé,92,30.0,Washington,Columbia Gorge (WA),Sean P. Sullivan,Syncline NV Scintillation Brut Rosé Sparkling (Columbia Gorge (WA)),Sparkling Blend,Syncline
4672,US,"From Chiles Valley, this blend of 71% Semillon and 29% Sauvignon Blanc is one of the best wines of its type of the vintage. Cofermented and barrel aged in 15% new French oak, it shows extraordinary richness, and savory flavors of green and yellow tree fruits, green tea, cashew, Asian spices and gingery vanilla. It even has some dusty tannins that make for grip and structure. The finish is absolutely dry.",Gemini White Wine,93,25.0,California,Napa Valley,,Volker Eisele Family Estate 2006 Gemini White Wine White (Napa Valley),Bordeaux-style White Blend,Volker Eisele Family Estate
4673,France,"This is a juicy, medium- to full-bodied blend of Grenache, Syrah, Cinsault and Mourvèdre. Berry-like fruit picks up some herbal, tea-like notes on the finish, creating mouthwatering tension. Drink now.",,88,15.0,Rhône Valley,Côtes du Rhône,Joe Czerwinski,Léon Perdigal 2014 Red (Côtes du Rhône),Rhône-style Red Blend,Léon Perdigal
4674,France,"A simple, unoaked Malbec that shows the earthy character, black fruit and high acidity of the grape. It's a straightforward wine, its acidity masking ripe fruits and a layer of dry tannin.",,84,,Southwest France,Vin de Pays du Lot,Roger Voss,Château la Caminade 2006 Malbec (Vin de Pays du Lot),Malbec,Château la Caminade
4675,US,"Made from 98% Cabernet Sauvignon, with no Merlot or Cabernet Franc for the first time, the '05 Rubicon tastes bigger and more impenetrable than any previous vintage. It's thick and heavy at this time, with furry tannins and undeniably ripe flavors of blackberries, black currants, cherries, violets, chocolate and cedar, and a tang of melted minerals. Desperately needs time in the cellar. Nowhere near ready for at least four years, and that may be conservative. Tasted three times, and better each time, a seriously good sign, and potentially a perfect wine.",Rubicon,96,145.0,California,Rutherford,,Rubicon Estate 2005 Rubicon Red (Rutherford),Bordeaux-style Red Blend,Rubicon Estate
4676,Germany,"Bottling a TBA in this format makes great sense--it allows the tiny productions to be spread around and made more affordable. This is rich, sweet and superintense, with flavors of boiled down marmalade and honey that finish long, long, long. In this size bottle, opt for drinking it young versus extended cellaring.",Wehlener Sonnenuhr Trockenbeerenauslese Goldkap,96,49.0,Mosel-Saar-Ruwer,,Joe Czerwinski,Dr. Loosen 2006 Wehlener Sonnenuhr Trockenbeerenauslese Goldkap Riesling (Mosel-Saar-Ruwer),Riesling,Dr. Loosen
4677,France,Attractively perfumed this ripe wine has hints of the crisp acidity that is also there. It's a fresh wine with the potential of richness. Ripe pink grapefruit and tangy acidity are balanced by the warmer flavors of pear and quince. Drink from late 2015.,,88,15.0,Bordeaux,Bordeaux Blanc,Roger Voss,Château la Croix de Roche 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château la Croix de Roche
4678,France,"A soft, gently fruity wine, it has warm tannins, layers of smooth vanilla from wood aging and a finish that brings out the acidity of the vintage. Fresh, fruity and ready to drink.",,87,,Bordeaux,Haut-Médoc,Roger Voss,Château de Sainte-Gemme 2011  Haut-Médoc,Bordeaux-style Red Blend,Château de Sainte-Gemme
4679,Spain,"Aromas of pineapple, grapefruit, juniper berry and dust are slightly sharp but do manage to fold together into a solid whole. The palate is correct, with green-leaning, semiherbal flavors of melon, papaya and mango. A good to above-average Albariño that should be drunk right away.",,87,15.0,Galicia,Rías Baixas,Michael Schachner,Señorío de Rubiós 2009 Albariño (Rías Baixas),Albariño,Señorío de Rubiós
4680,Austria,"The glass gives off a great waft of delicate citrus and pear-flavored fruits, lightly perfumed and with a layer of minerality that sits easily underneath the freshness.",Loibner Klostersatz Federspiel,88,35.0,Wachau,,Roger Voss,F X Pichler 2006 Loibner Klostersatz Federspiel Grüner Veltliner (Wachau),Grüner Veltliner,F X Pichler
4681,US,"A voluptuous wine packed with almonds, a handful of herbs and citrus aromas and flavors, this big-boned, dry, barrel-fermented Roussanne finishes with a swirl of lemon. Available in 2013.",Monarch Mine Vineyard,90,25.0,California,Sierra Foothills,Virginie Boone,Terre Rouge 2010 Monarch Mine Vineyard Roussanne (Sierra Foothills),Roussanne,Terre Rouge
4682,US,"Pungent tobacco, sage and grape juice aromas lead the nose on this tasty wine. The tannins are well dispersed on the palate, and the flavors balance between dark purple fruits and herbals of licorice and crushed marjoram.",Billy Goat Hill,90,45.0,California,Santa Barbara County,Matt Kettmann,Blackjack 2010 Billy Goat Hill Merlot (Santa Barbara County),Merlot,Blackjack
4683,US,"Two fistfuls of Petite Sirah are added to the mix here, the wine a mix of black cherry and berry around soft, sinewy layers of black pepper and firm tannins. Never overbearing, this wine will do well at the table around plenty of meats.",,87,28.0,California,Dry Creek Valley,Virginie Boone,Piccolo 2012 Zinfandel (Dry Creek Valley),Zinfandel,Piccolo
4684,US,"A struggle between screaming acidity and subtle, salty oak provide a tension of freshness to this wine. It teases in tangerine and jasmine before giving way to more comforting characteristics of honeyed tea and baked pear. The minerality balances a full and strong body.",Drake Estate Vineyard,93,65.0,California,Russian River Valley,Virginie Boone,Williams Selyem 2013 Drake Estate Vineyard Chardonnay (Russian River Valley),Chardonnay,Williams Selyem
4685,US,"A little unbalanced, with some overripe, pruny flavors and heat from high alcohol. The lack of fruity richness accentuates the tannins. Drink up.",Beckstoffer Las Amigas Vineyard,84,60.0,California,Carneros,,Provenance Vineyards 2005 Beckstoffer Las Amigas Vineyard Merlot (Carneros),Merlot,Provenance Vineyards
4686,Argentina,"Citrus and stone-fruit aromas struggle to hold up, while the palate on this blend of 75% Pinot Noir and 25% Chardonnay is solid but soft. Flavors of apple cider, peach juice and yeasty bread shift to powdered sugar and white table grapes on the finish.",Cuvée Réserve Extra Brut,86,23.0,Mendoza Province,Mendoza,Michael Schachner,Cruzat NV Cuvée Réserve Extra Brut  (Mendoza),Champagne Blend,Cruzat
4687,US,"Very ripe and forward in baked fruit or pie-filling flavors of cherries and raspberries, spiced with cinnamon, anise and nutmeg. The wine is a bit simple and is ready to drink now.",,84,45.0,California,Santa Ynez Valley,,Sunstone 2006 Syrah (Santa Ynez Valley),Syrah,Sunstone
4688,US,"Sweet tangerine, tropical fruit and honey flavors mark this Chardonnay. It was wise on the winemaker's part to avoid the malolactic fermentation, because the fresh apple acidity livens up the richness. With a touch of buttered toast from new oak barrels, it's a savory wine to drink now.",,90,30.0,California,Napa Valley,,Freemark Abbey 2011 Chardonnay (Napa Valley),Chardonnay,Freemark Abbey
4689,France,"This wine is ripe, textured with an attractive touch of oxidation giving richness and concentration. Good acidity at the same time is balanced with quince and a touch of spice.",,88,26.0,Burgundy,Chablis,Roger Voss,Domaine Pinson 2013  Chablis,Chardonnay,Domaine Pinson
4690,US,"Forest berries, perfumed violets and pine needles entertain the nose on this widely available bottling. The palate shows dried herbs, tar and smashed blackberries.",,84,18.0,California,Central Coast,Matt Kettmann,Limited by Cambridge Cellars 2013 Cabernet Sauvignon (Central Coast),Cabernet Sauvignon,Limited by Cambridge Cellars
4691,US,"Dry and crisp in acidity, but a little tired, even though it's less than three years of age. Shows dried fruit and tobacco flavors that are turning mushroomy.",,82,22.0,California,Monterey,,Joullian 2006 Chardonnay (Monterey),Chardonnay,Joullian
4692,US,"A little too soft and gentle for a Sonoma Coast Pinot, this lacking some dynamism, but there's no denying the deliciousness. It offers lush waves of raspberry and cherry purée, mocha and anise liqueur that are easy to love.",Split Rock Vineyard,87,55.0,California,Sonoma Coast,,Lagniappe 2009 Split Rock Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Lagniappe
4693,Chile,"Varietally familiar aromas of petrol and white fruits set up a tight, acidic palate with lemon-lime and nectarine flavors. On the finish, this tastes pithy and loses clarity and zest as it winds down.",,85,13.0,Maule Valley,,Michael Schachner,Meli 2012 Riesling (Maule Valley),Riesling,Meli
4694,Austria,"This is a honeyed wine, with a strong showing of ginger marmalade and bright acidity. It's full in the mouth and layered with acidity and lush, unctuous flavors. It shows great aging potential; drink from 2015.",Beerenauslese,93,34.0,Burgenland,,Roger Voss,Steindorfer 2010 Beerenauslese Sauvignon Blanc-Chardonnay (Burgenland),Sauvignon Blanc-Chardonnay,Steindorfer
4695,US,"Feels a bit one-dimensional now, showing fruit and oak sweetness and ripe, forward cherry pie and spice flavors. Could age, but the simple structure suggests otherwise. Drink this southern Rhône-style blend now.",The Pick,86,40.0,California,Paso Robles,,Terry Hoage 2007 The Pick Red (Paso Robles),Rhône-style Red Blend,Terry Hoage
4696,US,"Though picked at 23.6 brix, this Riesling reaches 14% alcohol and 1% residual sugar, an interesting combination of data. It's plenty concentrated, with a flavor mix of flower, sugar, honey and peach. A mouthful to be sure, substantial and packed with flavor, though a little heavy through the finish.",,87,25.0,Oregon,Eola-Amity Hills,Paul Gregutt,Argyle 2008 Riesling (Eola-Amity Hills),Riesling,Argyle
4697,US,"A little on the sweet side, with lemonade and pineapple juice flavors that are sugared. Crisp acidity fortunately provides a clean finish to this slightly oaked Sauvignon Blanc.",,85,15.0,California,Santa Ynez Valley,,Brander 2010 Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Brander
4698,Italy,"Aromas of citrus blossom, tropical fruit and a whiff of vanilla lead the nose while the bright palate delivers raw peach, tangerine zest and a dash of nut alongside racy acidity. A light mineral note marks the close.",,87,13.0,Northeastern Italy,Collio,Kerin O’Keefe,Cormòns 2014 Chardonnay (Collio),Chardonnay,Cormòns
4699,Spain,"Although this Garnacha Blanca shows rustic, cidery aromas, it displays a balanced, layered, round palate with vital acidity. Salty, savory peach and apple flavors are true to white Garnacha, while a long, salty finish is full of energy.",,89,27.0,Northern Spain,Rioja,Michael Schachner,Fernández Gómez 2012 Garnacha Blanca (Rioja),Garnacha Blanca,Fernández Gómez
4700,Portugal,"Aged for 18 months in large barrels, this wine is rich and impressively concentrated. Dark tannins and juicy blackberry and plum fruits are balanced with spice, wood and dark coffee. The wine is still aging and will be better from 2018.",Segredos de São Miguel Private Selection,90,22.0,Alentejano,,Roger Voss,Casa Agricola Alexandre Relvas 2014 Segredos de São Miguel Private Selection Red (Alentejano),Portuguese Red,Casa Agricola Alexandre Relvas
4701,France,"Citrus and herb characteristics show strongly in this full-bodied wine. They are enhanced by light wood flavors that smooth out the acidity. The result is a full, rich wine that could age. Drink from 2015.",,91,,Bordeaux,Bordeaux Blanc,Roger Voss,Château Maison Noble 2012  Bordeaux Blanc,Bordeaux-style White Blend,Château Maison Noble
4702,France,"This generous, herbal wine from the heart of the Entre-deux-Mers region has attractive spice and great fruitiness. In addition to its citrus character, there is mango flavor and richness to broaden it. Drink now.",Cuvée Majeure,89,22.0,Bordeaux,Bordeaux Blanc,Roger Voss,Château Turcaud 2015 Cuvée Majeure  (Bordeaux Blanc),Bordeaux-style White Blend,Château Turcaud
4703,US,"Tight purple fruit smells of black raspberry meet with violets, crushed slate, dried rose petals, raw beef and black peppercorns on the focused nose. The palate is very slate-driven and rocky, offering turned earth, juniper and more dark raspberry flavors. It is still very tightly wound, and needs more time to unfurl.",Byington Estate,87,39.0,California,Santa Cruz Mountains,Matt Kettmann,Byington 2013 Byington Estate Pinot Noir (Santa Cruz Mountains),Pinot Noir,Byington
4704,Spain,"Didn't much like the 2005 basic Tempranillo from Vall Sanzo and this twice-as-expensive Ribera Del Duero isn't much better. It starts out heavily gaseous, with aromas of wet clay and roasted fruit. The flavors are herbal and on the fringe of being sour, and there isn't much deftness to the wine.",Vall Sanzo Crianza,82,26.0,Northern Spain,Ribera del Duero,Michael Schachner,Valsanzo 2004 Vall Sanzo Crianza  (Ribera del Duero),Tempranillo,Valsanzo
4705,Italy,"Delicate aromas suggest stone fruit, flint and Mediterranean herb. The luminous palate delivers white peach, Bartlett pear, crisp apple, almond and an energizing mineral vein.",Monte Carbonare,91,30.0,Veneto,Soave Classico,Kerin O’Keefe,Suavia 2013 Monte Carbonare  (Soave Classico),Garganega,Suavia
4706,France,"The wine has the right weight and power. It comes from a blend of different parcels, bringing out the complexity of the vineyards. Black fruits are soft and generous, supported by tannins as well as licorice and wood flavors. At the end, fresher red fruits show.",,93,280.0,Burgundy,Clos de Vougeot,Roger Voss,Louis Latour 2011  Clos de Vougeot,Pinot Noir,Louis Latour
4707,Italy,"A blend of Syrah, Merlot and Cabernet Sauvignon, this offers a powerful and rich opening that exudes enduring tones of black spice, dark fruit, leather and tobacco. The palate has a round, chewy consistency, with polished tannins and loads of concentrated fruit.",Mediterra,91,25.0,Tuscany,Toscana,,Poggio al Tesoro 2010 Mediterra Red (Toscana),Red Blend,Poggio al Tesoro
4708,US,"Not at all a fruit bomb, this medium-bodied wine smells like salt and pepper, has lightly earthy and herbal flavors and a crisp mouthfeel. It will prove a pleasant accompaniment to your next lunch or dinner.",,88,16.0,California,Lodi,Jim Gordon,Michael David 2015 Sauvignon Blanc (Lodi),Sauvignon Blanc,Michael David
4709,France,"This ripe, fruity wine has both freshness and a warmer, rounded character. Apricot and fresh white peach fruits are filled out with almond flavors as well as acidity. It's a wine to enjoy now, although it will be better from 2016",Réserve des Vignerons,86,14.0,Loire Valley,Saumur,Roger Voss,Cave de Saumur 2014 Réserve des Vignerons  (Saumur),Chenin Blanc,Cave de Saumur
4710,France,"Only produced from Grand Cru vineyards, this ripe wine offers yellow fruit flavors cut by dry tangy citrus acidity. It's full in the mouth, with a creamy mousse and attractive freshness. The wine, with its hints of toast as well as fruit, is ready to drink.",Face Nord Brut Grand Cru,91,50.0,Champagne,Champagne,Roger Voss,Pehu-Simonet NV Face Nord Brut Grand Cru  (Champagne),Champagne Blend,Pehu-Simonet
4711,US,"Dark in color, this soft, leathery Zin offers tangents of blackberry, chocolate and espresso within a heavy-handed package of serious fruit and weight.",,86,28.0,California,Dry Creek Valley,Virginie Boone,Wilson 2011 Zinfandel (Dry Creek Valley),Zinfandel,Wilson
4712,France,"The second wine of the increasingly interesting Château de France is a bold, still-young wine. It shows firm, dry tannins and structure that are currently covering black currant flavors and spicy acidity. The finish shows tobacco and smoky flavors.",,88,,Bordeaux,Pessac-Léognan,Roger Voss,Château Coquillas 2006  Pessac-Léognan,Bordeaux-style Red Blend,Château Coquillas
4713,Spain,"Lightly herbal aromas of cola, forest floor, chocolate and berry are attractive. In the mouth, this is linear and tangy, with sharp acidity and grabbing tannins. Flavors of pie cherry, plum and oak are drawing, while the finish is more scratchy than substantive. For a Cabernet-dominated wine from 2008, this is very good.",La Viña de Mi Madre,88,32.0,Northern Spain,Navarra,Michael Schachner,Finca Albret 2008 La Viña de Mi Madre Red (Navarra),Cabernet Blend,Finca Albret
4714,US,"Deep gold, fully ripened and rich with tropical fruits, melon and peach, this is a wine for hedonistic palates and near-term consumption. The moderate acids and slightly elevated alcohol suggest that drinking it over the next couple of years will bring maximum enjoyment.",,91,42.0,Oregon,Willamette Valley,Paul Gregutt,Fairsing 2014 Chardonnay,Chardonnay,Fairsing
4715,US,"Obvious but highly concentrated with mouth-coating tannins and an appetizing mix of coconut, vanilla and plum flavors. Fairly long, soy-flavored finish. Drink now or hold a year for better integration.",Norte Block Arizona Stronghold Vineyard,87,,Arizona,Cochise County,,Page Springs 2007 Norte Block Arizona Stronghold Vineyard Syrah (Cochise County),Syrah,Page Springs
4716,Spain,"Pine needle, cedar plank and forest floor define the mature nose, while the full, grabby, tannic palate is loaded with likable cola, black fruit and chocolate flavors. Ripe, pure, rich and tannic, with some bite, burn and ruggedness. Drinkable now but needs food to cut the tannins.",Prestigio,90,25.0,Northern Spain,Cigales,Michael Schachner,Val de Los Frailes 2003 Prestigio Tempranillo (Cigales),Tempranillo,Val de Los Frailes
4717,Austria,"Ripe and weighty, this is a rich wine from the Pfaffenberg vineyard in Krems. It has spice as well as perfumed white fruits, a sense of structure and concentration. It feels warm with peach and white fruit flavors likely to develop along with acidity over the next 3–4 years.",Ried Pfaffenberg Steiner Selection,91,66.0,Niederösterreich,,Roger Voss,Emmerich Knoll 2011 Ried Pfaffenberg Steiner Selection Riesling (Niederösterreich),Riesling,Emmerich Knoll
4718,Argentina,"Cherry and plum aromas are solid but slightly herbal. A dense, compact palate is a bit heavy as cassis, spicy berry and oak flavors spread out. Medicinal herbal notes are notable on a lush, powerful finish with minty oak.",Fincas,88,15.0,Mendoza Province,Mendoza,Michael Schachner,Alfredo Roca 2016 Fincas Malbec (Mendoza),Malbec,Alfredo Roca
4719,US,"There's lots of forward raspberry, cherry and pomegranate fruit in this soft, lush wine. Oak brings an additional layer of richness. It's delicious—like toast spread with butter and jam—but a little one-dimensional. However, it's a wonderful dimension to explore now.",,87,35.0,California,Anderson Valley,,Baxter 2009 Pinot Noir (Anderson Valley),Pinot Noir,Baxter
4720,Italy,"This vibrant, delicious rosato delivers fruity aromas of woodland berry and cooking spice. On the spicy palate, notes of white pepper and clove accent a juicy core of crushed raspberry. Crisp acidity gives it a clean, lingering finish.",Arcangelo Negroamaro,89,14.0,Southern Italy,Salento,Kerin O’Keefe,Palamà 2013 Arcangelo Negroamaro Rosato (Salento),Rosato,Palamà
4721,France,"This is a light, dancing wine, crisp and full of fruit. It has a fragrant, refreshing red currant and raspberry flavor with tight, lively acidity. Drink this crisp, fruity wine now.",,86,,Beaujolais,Beaujolais-Villages,Roger Voss,Domaine de Thulon 2014 Rosé (Beaujolais-Villages),Rosé,Domaine de Thulon
4722,France,"Soft and richly fruity, this has all the right red cherry and banana flavors that are immediately attractive. A delicious, juicy wine. Screwcap.",Nouveau,85,10.0,Beaujolais,Beaujolais,Roger Voss,Mommessin 2011 Nouveau  (Beaujolais),Gamay,Mommessin
4723,US,"As with most of the winery's efforts, this is 100% varietal. Mineral, citrus and wild raspberry fruit flavors dive deeply into the palate; the raspberries in particular are intensely flavorful. The penetration, elegance and power are persuasive.",,90,30.0,Oregon,Applegate Valley,Paul Gregutt,Plaisance Ranch 2012 Mourvèdre (Applegate Valley),Mourvèdre,Plaisance Ranch
4724,US,"Tastes like the chilly vintage took its toll on this blend of Syrah, Grenache and Viognier. It's a structurally sound wine, with fine acidity and firm tannins, but the blackberry and cherry flavors are compromised by vegetal notes.",Kick Ranch Home Run Cuvée,84,45.0,California,Sonoma County,,Kale 2010 Kick Ranch Home Run Cuvée Red (Sonoma County),Rhône-style Red Blend,Kale
4725,Italy,"Masaréj is Castello del Poggio's top expression of Barbera d'Asti, but this vintage shows warm characteristics of earth, smoked bacon, bresaola, prunes and plums. It doesn't seem to have what it takes for long aging, so drink up.",Masaréj,87,,Piedmont,Barbera d'Asti,,Castello del Poggio 2005 Masaréj  (Barbera d'Asti),Barbera,Castello del Poggio
4726,US,"The initials stand for the components—22% Marsanne, 41% Roussanne and 37% Viognier. Crafted by Herb Quady, this is a lush Southern Rhône blend, pumped up with abundant kiwi, pear and papaya fruit. Full bodied and loaded with fresh flavor, it's good to go now through 2020.",MRV,90,22.0,Oregon,Southern Oregon,Paul Gregutt,Cliff Creek 2015 MRV White (Southern Oregon),Rhône-style White Blend,Cliff Creek
4727,France,"A ripe, raspberry flavored wine that is crisp while also very fruity. It has attractive acidity and a refreshing, juicy aftertaste that is irresistible. Drink now.",Gamay,86,15.0,France Other,Vin de Savoie,Roger Voss,Philippe Viallet 2015 Gamay Rosé (Vin de Savoie),Rosé,Philippe Viallet
4728,Argentina,"Blackberry and slightly green, herbal aromas start it off, and while the flavors maintain that herbal, green-tobacco core, there's enough body, blackberry and oaky coffee and mocha notes to make it a nice wine. Needs more clarity of fruit, cleanliness and purity to reach the peak, but still good as is.",Reserva,87,24.0,Mendoza Province,Mendoza,Michael Schachner,Cinco Sentidos 2005 Reserva Malbec-Cabernet Sauvignon (Mendoza),Malbec-Cabernet Sauvignon,Cinco Sentidos
4729,Portugal,"This rich, wood-aged wine is beautifully creamy as well as crisply fruity. It has a touch of spice and honey from the wood as well as fine acidity and citrus juiciness. It is a young wine, one that is ready to drink now but will be better as it rounds out from 2018.",Faloaria Vinhas Velhas,90,50.0,Tejo,,Roger Voss,Quinta do Casal Branco 2016 Faloaria Vinhas Velhas Fernão Pires (Tejo),Fernão Pires,Quinta do Casal Branco
4730,US,"This off-dry rosé is a blend of Chardonnay and Pinot Noir. A light copper hue, it offers simple strawberry flavors, with some supporting acidity.",Veraison,85,15.0,Oregon,Umpqua Valley,Paul Gregutt,Henry Estate NV Veraison Rosé (Umpqua Valley),Rosé,Henry Estate
4731,US,"This wine has lots going for it. It's bone dry and clean, with bright, perky flavors of chamomile tea, sour lemon candy, vanilla, wildflowers, and something rich and exotic, like sweet dates. A great job at a versatile, complex young wine, and easy to find, with 130,000 cases produced.",,88,14.0,California,California,,Clos du Bois 2007 Pinot Grigio (California),Pinot Grigio,Clos du Bois
4732,US,"Refreshing, lively, this Pinot Gris starts with aromas of grapefruit and lemon and leads into zesty flavors of white pepper, lemon and grapefruit. A touch acidic, the wine could use more fruit balance, but overall an enjoyable dry white choice.",,83,17.0,New York,Finger Lakes,Susan Kostrzewa,Dr. Konstantin Frank 2007 Pinot Gris (Finger Lakes),Pinot Gris,Dr. Konstantin Frank
4733,Italy,"Forest floor, truffle, new leather, ripe berry and a balsamic note are some of the aromas you'll find in this delicious red. The fresh, chewy palate doles out fleshy black cherry, chopped mint and white pepper notes, while big, round tannins provide structure. It's already enjoyable but will offer years of fine drinking. Enjoy 2018–2024.",,93,60.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Campogiovanni 2012  Brunello di Montalcino,Sangiovese,Campogiovanni
4734,Chile,"Herbal and savory smelling up front, this cool-vintage Cabernet also shows plum, berry and mild green aromas. A tight, tannic palate offers flavors of herbal plum and cherry, while the finish is choppy, drawing and tannic, with herbal leftovers.",Armador,87,13.0,Maipo Valley,,Michael Schachner,Odfjell 2013 Armador Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Odfjell
4735,Australia,"This wine shows ripe dark fruit, cedar, intense whole-bunch stalkiness and a perfumed quality throughout. The tannins are clunky and soapy while the alcohol feels a little hot.",,87,25.0,South Australia,McLaren Vale,,5OS Project 2014 Malbec (McLaren Vale),Malbec,5OS Project
4736,US,"Dark, tannic and full-bodied, this Malbec has deep flavors of blackberries, mulberries and dark chocolate. Feels a bit rustic, but will be nice with grilled meats smothered in barbecue sauce.",Flood Family Vineyards,86,30.0,California,Santa Barbara County,,Rancho Sisquoc 2006 Flood Family Vineyards Malbec (Santa Barbara County),Malbec,Rancho Sisquoc
4737,Spain,"Apple, peach and white-flower aromas later suggest dilute pool water. The wine is is tangy and high in malic acid. Sour apple and mixed green-herb flavors finish tart, shear and tangy, with minimal fruit flavor but good crispness.",Barrel Fermented,84,16.0,Northern Spain,Rioja,Michael Schachner,Muga 2012 Barrel Fermented Viura (Rioja),Viura,Muga
4738,US,"A 100% Cabernet Sauvignon given two years in French oak, this sanguine, expertly structured and elegant wine offers plenty of bright cassis and blackberry flavor on the palate, seducing with complex layers of dried herb and black tea. Enjoyable now, this wine will also benefit from time; hold through 2022.",,94,75.0,California,Diamond Mountain District,Virginie Boone,Wallis Family Estate 2012 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Wallis Family Estate
4739,Italy,"This is a dry Prosecco, meaning it is slightly sweeter than a brut or extra dry. Traditionally, Prosecco has this level of sugar, making it a very true rendition of what the wine is intended to taste like: Fresh peach, basil, pineapple, yellow apple and even an understated touch of banana come into play.",Vigneto Giardino Dry,87,22.0,Veneto,Prosecco di Valdobbiadene,,Adami NV Vigneto Giardino Dry  (Prosecco di Valdobbiadene),Prosecco,Adami
